tick,price
0,1708.355
1,1692.8780000000002
2,1709.252
3,1688.7489999999998
4,1694.6529999999998
5,1710.4759999999994
6,1681.1389999999997
7,1707.4599999999996
8,1723.53
9,1696.1889999999999
10,1730.1830000000002
11,1668.812
12,1644.0410000000004
13,1632.055
14,1665.328
15,1626.889
16,1648.188
17,1642.56
18,1634.1889999999999
19,1672.9929999999997
20,1645.859
21,1642.366
22,1692.8830000000003
23,1641.343
24,1662.5310000000002
25,1649.315
26,1655.127
27,1646.0500000000004
28,1651.4989999999998
29,1648.8470000000002
30,1663.248
31,1652.122
32,1658.2540000000004
33,1624.337
34,1666.4920000000002
35,1640.9409999999996
36,1652.8659999999995
37,1648.7460000000003
38,1634.8049999999998
39,1664.3700000000001
40,1653.514
41,1641.2370000000003
42,1647.852
43,1648.42
44,1644.19
45,1655.518
46,1659.196
47,1661.652
48,1645.7210000000002
49,1658.5279999999998
50,1640.1130000000005
51,1647.4120000000003
52,1663.8940000000002
53,1652.3280000000002
54,1642.779
55,1675.6689999999999
56,1658.1709999999998
57,1659.059
58,1655.318
59,1645.8380000000002
60,1658.7740000000001
61,1645.1680000000001
62,1653.759
63,1659.0559999999998
64,1636.809
65,1661.9209999999998
66,1652.703
67,1653.096
68,1655.804
69,1637.2440000000001
70,1646.7940000000003
71,1639.9350000000002
72,1653.4270000000001
73,1666.5629999999996
74,1644.5549999999998
75,1662.4359999999997
76,1665.977
77,1647.3829999999998
78,1654.6640000000002
79,1675.111
80,1665.8139999999999
81,1670.8940000000002
82,1655.0549999999998
83,1672.8449999999998
84,1648.5259999999998
85,1660.137
86,1676.634
87,1658.8659999999995
88,1642.8149999999998
89,1661.7220000000002
90,1670.6619999999998
91,1645.5639999999999
92,1648.8929999999996
93,1680.408
94,1664.0079999999998
95,1660.291
96,1676.9509999999998
97,1647.9239999999998
98,1644.2400000000002
99,1669.502
100,1657.2450000000001
101,1656.645
102,1670.159
103,1658.861
104,1669.313
105,1674.248
106,1650.3349999999998
107,1607.6879999999999
108,1668.4109999999996
109,1678.2989999999998
110,1664.336
111,1689.3949999999998
112,1653.3379999999997
113,1677.0669999999998
114,1651.984
115,1667.31
116,1677.199
117,1631.3029999999997
118,1652.524
119,1669.6940000000002
120,1668.2040000000002
121,1670.092
122,1655.194
123,1683.7939999999999
124,1655.8
125,1660.3990000000001
126,1684.8749999999995
127,1652.149
128,1654.2779999999998
129,1690.2519999999997
130,1658.336
131,1689.22
132,1660.863
133,1652.479
134,1640.0040000000001
135,1687.2369999999999
136,1667.6919999999998
137,1654.7150000000001
138,1650.3400000000001
139,1676.9599999999998
140,1635.855
141,1667.0880000000002
142,1662.9279999999999
143,1658.0989999999997
144,1646.6780000000003
145,1665.0810000000001
146,1664.343
147,1675.523
148,1645.6
149,1655.3359999999998
150,1682.7620000000002
151,1668.52
152,1646.8410000000003
153,1655.2100000000003
154,1647.5169999999998
155,1643.5810000000001
156,1665.0009999999997
157,1684.9539999999997
158,1624.2289999999998
159,1657.741
160,1682.859
161,1663.4209999999998
162,1640.1329999999998
163,1669.4560000000001
164,1648.1789999999996
165,1676.591
166,1683.7
167,1664.971
168,1661.6670000000001
169,1673.0099999999998
170,1649.5479999999995
171,1673.286
172,1650.5670000000002
173,1653.3149999999998
174,1663.7219999999998
175,1634.274
176,1634.044
177,1700.0020000000004
178,1649.3589999999997
179,1681.943
180,1675.0080000000003
181,1678.518
182,1665.273
183,1646.7040000000002
184,1687.386
185,1665.9519999999998
186,1697.173
187,1643.473
188,1662.2329999999997
189,1663.0100000000002
190,1655.3459999999995
191,1681.4600000000003
192,1641.7189999999998
193,1651.774
194,1654.137
195,1657.675
196,1688.28
197,1670.1290000000001
198,1662.566
199,1701.4039999999998
200,1656.271
201,1648.1419999999998
202,1661.2689999999998
203,1669.9469999999997
204,1659.1029999999998
205,1647.7930000000001
206,1654.993
207,1640.6769999999997
208,1668.659
209,1655.9569999999999
210,1653.6609999999996
211,1662.5279999999998
212,1708.1399999999999
213,1674.216
214,1620.659
215,1661.895
216,1670.935
217,1644.1919999999998
218,1645.795
219,1654.5260000000003
220,1675.507
221,1659.0869999999995
222,1660.923
223,1643.7400000000002
224,1642.1119999999999
225,1658.2480000000003
226,1653.6820000000002
227,1664.6950000000002
228,1674.0370000000003
229,1648.8669999999997
230,1665.3500000000004
231,1632.249
232,1646.1470000000002
233,1656.9659999999997
234,1674.9009999999998
235,1661.5070000000003
236,1683.756
237,1649.4940000000001
238,1678.5279999999998
239,1673.693
240,1656.7900000000002
241,1644.175
242,1638.4309999999998
243,1673.2810000000002
244,1643.6899999999998
245,1644.986
246,1657.0829999999999
247,1648.926
248,1647.4239999999998
249,1683.6690000000003
250,1660.672
251,1679.297
252,1644.694
253,1654.0930000000003
254,1646.0020000000004
255,1635.8300000000002
256,1660.614
257,1671.7279999999998
258,1637.8220000000001
259,1671.659
260,1666.9489999999998
261,1657.696
262,1678.5880000000002
263,1652.9530000000002
264,1641.509
265,1680.5430000000001
266,1670.507
267,1661.5669999999998
268,1650.968
269,1647.791
270,1661.8300000000004
271,1667.846
272,1664.6909999999996
273,1660.0020000000004
274,1660.155
275,1650.7490000000003
276,1660.9630000000002
277,1654.884
278,1675.9510000000002
279,1686.443
280,1657.532
281,1666.3970000000002
282,1657.5610000000001
283,1664.9399999999998
284,1687.498
285,1662.6779999999999
286,1659.4439999999995
287,1623.342
288,1647.0730000000003
289,1659.893
290,1676.673
291,1667.217
292,1617.0
293,1641.057
294,1671.3089999999997
295,1642.4980000000003
296,1648.783
297,1642.298
298,1659.3960000000002
299,1659.8490000000002
300,1664.3939999999998
301,1640.98
302,1630.4879999999998
303,1679.0749999999996
304,1665.0929999999996
305,1673.4629999999997
306,1676.381
307,1649.675
308,1643.9189999999999
309,1642.2830000000001
310,1646.218
311,1664.0880000000002
312,1662.261
313,1647.7079999999999
314,1650.3080000000002
315,1680.973
316,1658.1879999999996
317,1650.682
318,1675.4170000000001
319,1675.9810000000002
320,1653.709
321,1661.4990000000003
322,1664.836
323,1672.771
324,1666.9350000000002
325,1649.132
326,1643.1949999999997
327,1644.2920000000001
328,1670.8229999999999
329,1668.4099999999999
330,1643.262
331,1678.4069999999997
332,1675.841
333,1639.5189999999998
334,1676.659
335,1684.3110000000001
336,1644.887
337,1658.9289999999996
338,1699.137
339,1619.4589999999998
340,1675.4569999999999
341,1680.966
342,1669.375
343,1677.765
344,1653.614
345,1641.2329999999997
346,1684.77
347,1639.024
348,1681.3649999999998
349,1648.333
350,1669.545
351,1663.559
352,1670.051
353,1654.1649999999997
354,1682.5810000000001
355,1656.743
356,1658.0049999999999
357,1643.7459999999999
358,1637.146
359,1653.8560000000002
360,1640.8649999999998
361,1639.655
362,1644.047
363,1656.5520000000004
364,1654.2150000000001
365,1661.7030000000002
366,1647.0739999999998
367,1645.123
368,1663.188
369,1652.643
370,1646.5189999999998
371,1683.355
372,1659.773
373,1651.95
374,1678.193
375,1662.932
376,1688.368
377,1651.845
378,1652.2649999999999
379,1655.172
380,1640.409
381,1626.302
382,1679.5609999999997
383,1641.8940000000002
384,1638.131
385,1638.079
386,1663.221
387,1628.002
388,1640.2329999999997
389,1627.7469999999998
390,1645.6320000000003
391,1671.0849999999998
392,1661.166
393,1642.5440000000003
394,1655.4210000000003
395,1632.4579999999999
396,1669.2009999999998
397,1666.2009999999998
398,1644.792
399,1669.9040000000005
400,1683.191
401,1678.1739999999998
402,1675.5400000000002
403,1651.884
404,1646.291
405,1648.833
406,1650.83
407,1642.6150000000002
408,1649.0420000000001
409,1659.2949999999996
410,1665.3169999999998
411,1664.134
412,1689.114
413,1665.7879999999998
414,1650.8139999999999
415,1644.4669999999999
416,1622.8670000000002
417,1662.0100000000002
418,1654.2689999999998
419,1629.163
420,1652.9059999999997
421,1654.5990000000002
422,1685.884
423,1644.5459999999998
424,1649.348
425,1658.493
426,1664.018
427,1668.834
428,1661.2810000000002
429,1664.0189999999998
430,1669.3960000000002
431,1668.1029999999998
432,1670.5839999999996
433,1672.645
434,1662.5400000000002
435,1663.4420000000002
436,1649.9360000000001
437,1681.211
438,1667.935
439,1654.846
440,1649.1009999999999
441,1631.238
442,1633.9139999999998
443,1638.824
444,1640.4470000000001
445,1636.217
446,1630.633
447,1637.0450000000003
448,1644.1860000000001
449,1646.632
450,1658.1029999999998
451,1648.4299999999998
452,1648.116
453,1658.176
454,1668.9579999999999
455,1670.321
456,1661.6329999999998
457,1673.1590000000003
458,1660.131
459,1663.77
460,1664.42
461,1652.923
462,1653.2389999999996
463,1651.6889999999999
464,1630.569
465,1634.3809999999999
466,1639.4489999999998
467,1649.85
468,1643.306
469,1624.077
470,1610.105
471,1620.241
472,1635.958
473,1628.1889999999999
474,1661.7700000000004
475,1651.5900000000001
476,1666.109
477,1674.1469999999997
478,1666.2129999999997
479,1669.736
480,1663.1370000000002
481,1661.455
482,1654.034
483,1657.85
484,1663.9879999999998
485,1678.712
486,1669.3760000000002
487,1666.664
488,1673.134
489,1665.589
490,1652.968
491,1652.709
492,1652.953
493,1623.141
494,1614.6950000000002
495,1615.963
496,1626.685
497,1629.4619999999998
498,1633.451
499,1628.275
500,1638.72
501,1785.1300000000003
502,1796.253
503,1794.9950000000001
504,1832.286
505,1822.902
506,1822.0190000000002
507,1812.4069999999997
508,1818.768
509,1826.3650000000002
510,1829.5469999999998
511,1810.7870000000003
512,1805.4540000000002
513,1797.06
514,1797.9340000000004
515,1796.277
516,1817.0900000000001
517,1834.8829999999998
518,1848.309
519,1840.194
520,1807.725
521,1807.0410000000004
522,1808.3910000000003
523,1812.8799999999999
524,1811.7970000000005
525,1682.691
526,1684.3480000000004
527,1675.7740000000001
528,1681.7350000000001
529,1672.937
530,1677.2190000000003
531,1671.328
532,1679.9290000000005
533,1686.4399999999998
534,1692.181
535,1670.8200000000002
536,1656.8129999999996
537,1655.843
538,1659.179
539,1637.619
540,1654.464
541,1649.4980000000003
542,1670.328
543,1674.4
544,1659.4180000000001
545,1650.0129999999997
546,1666.8850000000002
547,1669.4210000000003
548,1656.078
549,1620.8970000000002
550,1625.9810000000002
551,1631.426
552,1624.286
553,1625.3259999999998
554,1609.128
555,1632.1979999999999
556,1645.4689999999998
557,1657.747
558,1659.1030000000003
559,1670.2330000000002
560,1690.8440000000003
561,1687.23
562,1647.646
563,1640.1660000000004
564,1642.1000000000004
565,1649.1479999999997
566,1652.3310000000001
567,1649.3560000000002
568,1653.807
569,1667.0190000000002
570,1652.346
571,1664.9190000000003
572,1662.5530000000003
573,1639.5810000000001
574,1631.223
575,1624.975
576,1622.672
577,1621.1200000000001
578,1644.4889999999996
579,1648.0670000000002
580,1634.9110000000003
581,1642.3280000000002
582,1619.3750000000002
583,1638.4129999999998
584,1645.39
585,1627.6760000000002
586,1622.1450000000004
587,1624.245
588,1626.6869999999997
589,1637.015
590,1624.9660000000001
591,1621.0099999999998
592,1648.839
593,1654.7189999999998
594,1643.916
595,1646.78
596,1653.837
597,1655.9919999999997
598,1652.0580000000002
599,1623.7999999999997
600,1620.434
601,1615.3299999999997
602,1627.3159999999998
603,1626.7689999999998
604,1623.164
605,1614.6890000000003
606,1619.9909999999998
607,1635.2050000000002
608,1640.562
609,1632.8999999999999
610,1641.7449999999997
611,1652.775
612,1640.534
613,1663.0780000000002
614,1666.284
615,1672.997
616,1683.266
617,1672.6800000000003
618,1675.78
619,1668.8600000000001
620,1652.1289999999997
621,1645.4689999999998
622,1642.0429999999997
623,1640.39
624,1627.212
625,1628.956
626,1647.8400000000001
627,1654.253
628,1637.676
629,1658.991
630,1646.586
631,1636.726
632,1640.5820000000003
633,1649.994
634,1641.5099999999995
635,1638.183
636,1630.616
637,1640.6920000000002
638,1634.498
639,1654.4720000000002
640,1657.7800000000002
641,1635.947
642,1634.91
643,1618.709
644,1636.961
645,1637.597
646,1638.6919999999998
647,1633.792
648,1650.6329999999998
649,1646.8380000000002
650,1635.8799999999997
651,1651.3400000000001
652,1647.452
653,1637.491
654,1674.9799999999996
655,1667.8400000000001
656,1668.9779999999998
657,1660.9300000000003
658,1668.1620000000003
659,1673.111
660,1682.2939999999999
661,1683.0880000000002
662,1662.6079999999997
663,1664.702
664,1675.3059999999998
665,1663.3709999999999
666,1670.0510000000002
667,1680.452
668,1670.5960000000002
669,1669.188
670,1662.5529999999999
671,1623.476
672,1635.253
673,1632.9869999999999
674,1627.5189999999998
675,1629.9850000000001
676,1635.2470000000003
677,1639.229
678,1675.441
679,1665.257
680,1668.929
681,1654.1710000000003
682,1644.5130000000001
683,1663.3990000000001
684,1649.568
685,1652.0439999999999
686,1646.3120000000004
687,1636.6529999999998
688,1640.8560000000002
689,1632.9900000000002
690,1621.6359999999997
691,1640.646
692,1621.9740000000002
693,1630.5810000000004
694,1633.6709999999998
695,1636.129
696,1661.6560000000002
697,1666.9560000000001
698,1660.9419999999998
699,1652.137
700,1642.0539999999996
701,1651.9789999999998
702,1661.703
703,1648.8829999999998
704,1623.838
705,1642.0720000000001
706,1640.584
707,1635.7200000000003
708,1645.382
709,1670.7720000000002
710,1650.0590000000004
711,1657.5050000000003
712,1685.8030000000003
713,1685.7930000000001
714,1682.654
715,1693.9830000000002
716,1686.7289999999998
717,1698.1950000000002
718,1683.5940000000003
719,1693.47
720,1674.4279999999999
721,1661.843
722,1663.8239999999998
723,1659.5260000000003
724,1666.571
725,1674.057
726,1680.8770000000004
727,1679.4360000000001
728,1673.8219999999997
729,1663.1049999999996
730,1658.3029999999999
731,1645.5140000000004
732,1638.9399999999998
733,1629.672
734,1631.9499999999998
735,1644.1860000000001
736,1656.459
737,1640.27
738,1645.0849999999998
739,1618.1060000000002
740,1617.864
741,1621.6850000000002
742,1624.7369999999999
743,1650.036
744,1648.7419999999997
745,1644.241
746,1641.5929999999996
747,1628.355
748,1630.863
749,1651.7779999999998
750,1652.1919999999998
751,1672.5439999999999
752,1669.191
753,1669.0639999999999
754,1670.452
755,1662.366
756,1671.618
757,1655.664
758,1656.4839999999997
759,1650.021
760,1634.4769999999996
761,1649.1190000000001
762,1636.819
763,1639.1600000000003
764,1637.7599999999998
765,1644.3619999999999
766,1638.877
767,1654.8709999999999
768,1673.5970000000002
769,1681.6839999999997
770,1684.8740000000003
771,1674.357
772,1671.889
773,1660.2
774,1648.3089999999997
775,1665.166
776,1654.0610000000001
777,1667.8620000000003
778,1658.0800000000004
779,1653.6150000000002
780,1641.164
781,1656.0939999999998
782,1651.0059999999999
783,1650.4469999999997
784,1651.4
785,1647.718
786,1651.0330000000001
787,1638.2060000000001
788,1645.194
789,1634.297
790,1655.6799999999998
791,1668.1760000000002
792,1662.205
793,1657.6050000000002
794,1656.8200000000002
795,1654.8579999999997
796,1653.083
797,1651.5839999999996
798,1656.652
799,1649.048
800,1658.3190000000002
801,1669.9450000000002
802,1652.373
803,1643.8350000000003
804,1656.4620000000002
805,1651.0610000000001
806,1667.9600000000003
807,1658.5430000000001
808,1641.8760000000002
809,1618.9979999999998
810,1632.747
811,1653.753
812,1661.0589999999997
813,1661.4669999999999
814,1668.9540000000002
815,1653.5170000000003
816,1650.7620000000002
817,1645.7050000000004
818,1642.4489999999998
819,1641.425
820,1633.5190000000005
821,1625.97
822,1620.698
823,1640.0729999999999
824,1643.7889999999995
825,1643.078
826,1658.128
827,1647.205
828,1647.887
829,1652.534
830,1650.925
831,1640.3709999999999
832,1651.337
833,1670.824
834,1662.7310000000002
835,1652.9559999999997
836,1673.989
837,1671.691
838,1656.7
839,1647.069
840,1641.3519999999996
841,1674.462
842,1677.574
843,1667.0829999999999
844,1650.9479999999999
845,1643.7579999999998
846,1665.375
847,1644.3319999999997
848,1667.757
849,1676.975
850,1695.673
851,1699.765
852,1667.452
853,1657.321
854,1649.9779999999998
855,1639.672
856,1636.3030000000003
857,1643.9940000000001
858,1672.0049999999999
859,1649.7469999999998
860,1661.2410000000004
861,1665.092
862,1665.2870000000003
863,1679.5059999999999
864,1681.827
865,1668.35
866,1671.747
867,1666.6330000000003
868,1657.6559999999997
869,1660.648
870,1642.7890000000002
871,1650.673
872,1672.319
873,1662.2510000000002
874,1669.6860000000001
875,1654.047
876,1661.051
877,1671.7540000000004
878,1670.83
879,1621.045
880,1640.2599999999998
881,1651.1330000000003
882,1663.1950000000002
883,1667.2959999999998
884,1666.466
885,1670.3570000000004
886,1681.5719999999997
887,1690.72
888,1692.0250000000003
889,1661.7830000000001
890,1675.2279999999998
891,1668.916
892,1664.0279999999998
893,1640.002
894,1628.404
895,1636.8689999999997
896,1646.0989999999997
897,1650.7329999999997
898,1659.8790000000001
899,1664.8859999999997
900,1679.3319999999999
901,1670.0809999999997
902,1667.1599999999999
903,1664.0790000000002
904,1684.4299999999998
905,1682.3180000000004
906,1660.336
907,1672.411
908,1675.1899999999998
909,1698.5369999999998
910,1691.078
911,1661.4170000000001
912,1660.5690000000002
913,1645.8990000000001
914,1655.2490000000003
915,1660.047
916,1660.8010000000002
917,1646.607
918,1645.4479999999999
919,1657.9360000000001
920,1654.7030000000002
921,1662.318
922,1659.5089999999996
923,1646.565
924,1646.152
925,1639.025
926,1639.307
927,1629.7870000000005
928,1647.9510000000002
929,1625.0890000000002
930,1655.4720000000002
931,1654.9549999999995
932,1655.2810000000002
933,1683.395
934,1675.1940000000002
935,1644.968
936,1649.784
937,1666.4419999999998
938,1677.1180000000004
939,1674.6370000000002
940,1687.6030000000003
941,1671.8770000000004
942,1682.3939999999998
943,1681.4569999999999
944,1677.85
945,1673.7710000000002
946,1655.122
947,1649.578
948,1636.76
949,1649.646
950,1658.2880000000005
951,1660.5189999999998
952,1655.83
953,1651.5369999999998
954,1643.8859999999997
955,1651.8229999999999
956,1670.985
957,1682.7009999999998
958,1686.283
959,1673.8259999999996
960,1648.3619999999999
961,1656.6899999999998
962,1627.374
963,1643.666
964,1639.045
965,1637.6459999999997
966,1648.229
967,1654.9689999999998
968,1653.557
969,1661.435
970,1659.512
971,1665.9740000000002
972,1667.2289999999998
973,1669.6889999999999
974,1681.515
975,1681.789
976,1666.7759999999998
977,1658.0810000000001
978,1654.127
979,1661.5510000000002
980,1666.9680000000003
981,1679.5000000000005
982,1648.066
983,1644.047
984,1653.941
985,1647.955
986,1651.6619999999998
987,1660.3580000000002
988,1648.4470000000001
989,1642.911
990,1647.1439999999998
991,1655.9089999999997
992,1680.521
993,1671.068
994,1675.113
995,1666.868
996,1667.494
997,1669.3529999999998
998,1646.6029999999998
999,1650.143
1000,1651.845
1001,1655.7779999999998
1002,1661.455
1003,1667.041
1004,1656.955
1005,1656.2759999999998
1006,1624.93
1007,1629.0580000000002
1008,1640.6770000000001
1009,1645.3110000000001
1010,1651.488
1011,1641.4469999999997
1012,1647.848
1013,1652.2759999999998
1014,1653.3319999999999
1015,1687.2869999999998
1016,1673.42
1017,1682.411
1018,1665.747
1019,1657.155
1020,1657.3290000000002
1021,1663.989
1022,1668.976
1023,1686.4630000000002
1024,1680.0049999999999
1025,1660.0129999999997
1026,1651.2350000000001
1027,1640.4810000000002
1028,1647.181
1029,1631.9950000000001
1030,1639.628
1031,1644.524
1032,1634.5069999999998
1033,1655.1209999999999
1034,1664.096
1035,1659.047
1036,1655.905
1037,1646.0610000000001
1038,1641.9620000000002
1039,1649.497
1040,1646.548
1041,1664.027
1042,1657.034
1043,1662.9990000000003
1044,1660.955
1045,1654.319
1046,1663.8200000000002
1047,1653.591
1048,1662.295
1049,1659.861
1050,1645.6470000000002
1051,1661.716
1052,1685.8400000000001
1053,1679.199
1054,1673.4270000000001
1055,1665.2040000000002
1056,1677.902
1057,1657.7230000000004
1058,1689.461
1059,1684.6299999999999
1060,1660.0130000000001
1061,1682.507
1062,1702.1260000000002
1063,1693.6600000000003
1064,1690.2670000000003
1065,1673.453
1066,1669.243
1067,1663.773
1068,1679.3419999999999
1069,1682.3799999999999
1070,1660.159
1071,1666.4599999999998
1072,1682.979
1073,1671.7409999999995
1074,1676.703
1075,1658.861
1076,1661.3219999999997
1077,1663.4599999999998
1078,1674.3149999999998
1079,1662.7459999999999
1080,1642.0629999999996
1081,1641.062
1082,1649.47
1083,1657.777
1084,1671.5319999999997
1085,1670.093
1086,1668.382
1087,1664.953
1088,1663.8509999999999
1089,1652.8079999999998
1090,1670.2050000000004
1091,1665.72
1092,1677.8400000000001
1093,1666.7599999999998
1094,1651.9270000000001
1095,1641.1259999999997
1096,1642.664
1097,1665.7279999999998
1098,1651.5720000000001
1099,1658.6329999999998
1100,1658.7630000000001
1101,1643.4489999999998
1102,1644.248
1103,1653.152
1104,1629.0090000000002
1105,1637.8179999999998
1106,1643.7540000000001
1107,1635.3970000000002
1108,1623.944
1109,1639.8190000000002
1110,1616.627
1111,1618.2599999999998
1112,1622.5750000000003
1113,1630.4579999999999
1114,1670.3140000000003
1115,1669.675
1116,1659.455
1117,1648.0170000000003
1118,1645.223
1119,1641.848
1120,1647.3529999999998
1121,1644.765
1122,1642.9569999999999
1123,1639.205
1124,1645.6890000000003
1125,1674.9330000000002
1126,1654.716
1127,1667.3220000000001
1128,1656.462
1129,1646.9450000000002
1130,1641.761
1131,1661.6779999999999
1132,1663.905
1133,1659.345
1134,1646.114
1135,1643.386
1136,1640.339
1137,1642.264
1138,1664.038
1139,1669.6119999999999
1140,1660.4150000000002
1141,1651.5819999999999
1142,1643.7549999999999
1143,1646.1950000000002
1144,1642.7450000000001
1145,1643.6989999999998
1146,1642.542
1147,1645.473
1148,1619.384
1149,1630.622
1150,1627.7759999999998
1151,1649.6640000000002
1152,1648.783
1153,1648.691
1154,1638.7580000000003
1155,1652.506
1156,1665.9579999999999
1157,1650.694
1158,1615.476
1159,1615.204
1160,1610.313
1161,1629.7459999999999
1162,1638.192
1163,1634.168
1164,1622.794
1165,1612.465
1166,1624.866
1167,1647.218
1168,1636.581
1169,1642.807
1170,1639.9560000000001
1171,1646.8790000000001
1172,1669.967
1173,1687.1330000000003
1174,1674.8850000000002
1175,1658.2069999999999
1176,1635.9370000000001
1177,1632.734
1178,1610.3250000000003
1179,1624.9479999999999
1180,1638.5719999999997
1181,1632.082
1182,1624.721
1183,1641.437
1184,1653.1770000000004
1185,1643.3139999999996
1186,1629.168
1187,1624.3020000000001
1188,1645.7560000000005
1189,1635.7030000000002
1190,1636.35
1191,1641.0760000000002
1192,1646.396
1193,1644.2760000000003
1194,1634.327
1195,1634.757
1196,1650.2820000000004
1197,1646.622
1198,1657.4960000000003
1199,1632.1309999999999
1200,1621.209
1201,1627.9870000000003
1202,1634.7420000000002
1203,1619.013
1204,1621.8039999999996
1205,1618.7980000000002
1206,1633.741
1207,1635.1329999999998
1208,1642.408
1209,1627.2440000000001
1210,1647.038
1211,1634.44
1212,1635.9799999999998
1213,1637.927
1214,1625.8359999999998
1215,1626.333
1216,1594.9360000000001
1217,1595.112
1218,1620.6830000000002
1219,1640.069
1220,1641.0669999999998
1221,1648.015
1222,1653.087
1223,1653.47
1224,1654.4360000000001
1225,1631.1970000000001
1226,1628.9470000000001
1227,1620.999
1228,1639.023
1229,1644.8439999999998
1230,1618.4560000000001
1231,1611.278
1232,1624.5210000000002
1233,1625.0839999999998
1234,1628.774
1235,1611.2560000000003
1236,1621.751
1237,1641.104
1238,1653.141
1239,1672.709
1240,1663.5079999999998
1241,1655.1750000000004
1242,1650.6569999999997
1243,1643.67
1244,1646.9999999999995
1245,1641.825
1246,1642.3699999999997
1247,1624.341
1248,1616.583
1249,1634.8210000000001
1250,1638.6920000000002
1251,1649.1080000000002
1252,1639.109
1253,1636.4080000000001
1254,1624.553
1255,1622.364
1256,1619.324
1257,1627.556
1258,1633.404
1259,1635.0500000000002
1260,1624.815
1261,1602.979
1262,1632.3489999999997
1263,1646.221
1264,1642.4650000000001
1265,1653.6719999999998
1266,1628.3899999999999
1267,1634.2230000000002
1268,1638.529
1269,1643.3600000000001
1270,1648.8670000000002
1271,1648.1419999999998
1272,1625.222
1273,1616.729
1274,1639.5899999999997
1275,1614.0660000000003
1276,1634.0539999999999
1277,1623.169
1278,1632.884
1279,1652.89
1280,1653.437
1281,1670.7280000000003
1282,1664.7169999999999
1283,1662.4189999999999
1284,1653.282
1285,1655.4719999999998
1286,1664.1680000000001
1287,1673.5549999999998
1288,1665.455
1289,1649.6560000000002
1290,1649.941
1291,1660.1139999999996
1292,1667.113
1293,1653.8350000000003
1294,1674.712
1295,1656.033
1296,1635.877
1297,1646.3809999999999
1298,1622.026
1299,1629.5780000000002
1300,1631.68
1301,1620.6460000000002
1302,1643.288
1303,1633.7939999999999
1304,1639.9650000000001
1305,1656.271
1306,1647.493
1307,1635.357
1308,1649.0079999999998
1309,1652.6130000000005
1310,1644.7280000000003
1311,1654.834
1312,1656.5359999999996
1313,1676.0939999999998
1314,1668.4569999999999
1315,1642.6510000000003
1316,1644.5610000000001
1317,1645.779
1318,1649.0399999999997
1319,1641.429
1320,1637.732
1321,1624.7549999999999
1322,1649.9209999999998
1323,1646.527
1324,1643.084
1325,1639.514
1326,1641.687
1327,1634.8709999999996
1328,1643.577
1329,1658.5579999999998
1330,1648.837
1331,1642.7169999999999
1332,1655.607
1333,1641.136
1334,1618.9450000000002
1335,1614.9150000000002
1336,1627.346
1337,1645.5079999999998
1338,1662.6640000000002
1339,1644.5900000000001
1340,1646.97
1341,1645.5149999999999
1342,1631.3120000000001
1343,1648.146
1344,1632.9619999999998
1345,1593.01
1346,1591.492
1347,1602.3700000000001
1348,1600.9189999999999
1349,1595.746
1350,1602.8790000000001
1351,1607.4279999999999
1352,1614.5870000000002
1353,1614.866
1354,1609.4540000000002
1355,1610.684
1356,1626.1150000000002
1357,1616.878
1358,1628.7139999999997
1359,1619.9
1360,1631.785
1361,1667.0790000000002
1362,1663.0840000000003
1363,1661.3709999999999
1364,1662.929
1365,1667.6259999999997
1366,1648.7880000000005
1367,1636.9470000000001
1368,1637.6510000000003
1369,1640.47
1370,1622.368
1371,1635.1799999999998
1372,1631.5100000000002
1373,1610.078
1374,1625.1640000000002
1375,1634.2640000000001
1376,1638.759
1377,1614.778
1378,1615.6880000000003
1379,1607.1879999999996
1380,1624.939
1381,1651.011
1382,1632.377
1383,1638.788
1384,1638.26
1385,1651.569
1386,1642.9950000000001
1387,1641.5040000000001
